year,MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
2016,4387281,161480562,05/27/2016,05/27/2016,04:20:00,05/27/2016,04:25:00,303,,,274 RALPH D ABERNATHY BLVD SW,0311,1204,,1,Morn,Fri,13,ROBBERY-PEDESTRIAN,Mechanicsville,V,-84.396870000000007,33.736800000000002
2016,4387282,161480626,05/27/2016,05/27/2016,05:00:00,05/27/2016,05:30:00,409,,12-H,2909 CAMPBELLTON RD SW,0321,1205K,,1,Morn,Fri,26,ROBBERY-PEDESTRIAN,Southwest,R,-84.482650000000007,33.698689999999999
2016,4387283,161480673,05/27/2016,05/26/2016,22:00:00,05/27/2016,06:10:00,112,,,270 CHALMERS DR NW,0650,2304,,1,Morn,Fri,13,LARCENY-FROM VEHICLE,Collier Heights,I,-84.477490000000003,33.762799999999999
2016,4387284,161480750,05/27/2016,05/26/2016,20:30:00,05/27/2016,07:00:00,203,,,1133 HUFF RD NW,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Blandtown,D,-84.425569999999993,33.78978
2016,4387285,161480859,05/27/2016,05/26/2016,21:00:00,05/27/2016,07:56:00,605,,,986 CHEROKEE AVE SE,0512,2203,,1,Morn,Fri,18,BURGLARY-NONRES,Grant Park,W,-84.373239999999996,33.72757
2016,4387286,161480980,05/27/2016,05/26/2016,10:00:00,05/26/2016,20:00:00,204,,,2495 FERNLEAF CT NW,0670,2308,,1,Eve,Thu,20,LARCENY-NON VEHICLE,Fernleaf,C,-84.43938,33.82009
2016,4387287,161481000,05/27/2016,05/26/2016,21:30:00,05/27/2016,07:30:00,507,,510,426 MARIETTA ST NW,0710,2404,,1,Morn,Fri,,AUTO THEFT,Downtown,M,-84.397400000000005,33.764519999999997
2016,4387288,161481003,05/27/2016,05/26/2016,19:00:00,05/27/2016,07:00:00,604,,515,49 BOULEVARD SE,0710,2404,,1,Morn,Fri,18,AUTO THEFT,Sweet Auburn,M,-84.372100000000003,33.75253
2016,4387289,161481056,05/27/2016,05/26/2016,23:00:00,05/27/2016,06:00:00,305,,607,201 MOURY AVE SW,0710,2404,,1,Morn,Fri,26,AUTO THEFT,Lakewood Heights,Y,-84.399019999999993,33.70243
2016,4387290,161481080,05/27/2016,05/26/2016,22:00:00,05/27/2016,09:10:00,308,,467,460 THOMASVILLE BLVD SE,0710,2404A,,1,Morn,Fri,26,AUTO THEFT,Thomasville Heights,Z,-84.359390000000005,33.706020000000002
2016,4387291,161481132,05/27/2016,05/26/2016,14:30:00,05/27/2016,09:00:00,111,,,3367 MARTIN L KING JR DR NW,0650,2304,,1,Unk,Thu,20,LARCENY-FROM VEHICLE,Adamsville,H,-84.497870000000006,33.754829999999998
2016,4387292,161481210,05/27/2016,05/24/2016,18:15:00,05/25/2016,10:00:00,212,,,205 ARMOUR DR NE,0640,2305,,1,Morn,Wed,18,LARCENY-FROM VEHICLE,,E,-84.381050000000002,33.810319999999997
2016,4387293,161481295,05/27/2016,05/11/2016,08:00:00,05/27/2016,08:00:00,208,,,3275 PEACHTREE RD NE,0710,2404,,1,Unk,Unk,99,AUTO THEFT,Peachtree Park,B,-84.369420000000005,33.844389999999997
2016,4387294,161481359,05/27/2016,05/22/2016,22:00:00,05/27/2016,11:05:00,605,,,840 MARION AVE SE,0512,2203,,1,Unk,Unk,18,BURGLARY-NONRES,Grant Park,W,-84.365690000000001,33.731540000000003
2016,4387295,161481362,05/27/2016,05/26/2016,00:00:00,05/27/2016,11:05:00,502,,,63 THE PRADO NE,0650,2304,,1,Unk,Thu,,LARCENY-FROM VEHICLE,Ansley Park,E,-84.376829999999998,33.791960000000003
2016,4387296,161481373,05/27/2016,05/27/2016,10:50:00,05/27/2016,11:10:00,510,,,80 JESSE HILL JR DR SE @GRADY HOSPITAL,0630,2303,,1,Day,Fri,28,LARCENY-NON VEHICLE,Downtown,M,-84.381979999999999,33.75168
2016,4387297,161481380,05/27/2016,05/04/2016,12:00:00,05/26/2016,14:00:00,110,,,1090 GUN CLUB RD NW,0690,2399,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Almond Park,G,-84.45711,33.784930000000003
2016,4387298,161481401,05/27/2016,05/26/2016,05:30:00,05/27/2016,06:00:00,208,,,3247 ROSWELL RD NE,0522,2205,,1,Unk,Thu,21,BURGLARY-NONRES,Buckhead Forest,B,-84.37894,33.843760000000003
2016,4387299,161481423,05/27/2016,05/22/2016,23:00:00,05/23/2016,06:15:00,505,,3022,625 NE PIEDMONT AVE,0660,2317,,1,Morn,Mon,18,LARCENY-NON VEHICLE,Midtown,E,-84.381439999999998,33.771529999999998
2016,4387300,161481444,05/27/2016,05/27/2016,11:30:00,05/27/2016,11:33:00,402,,,871 PINEHURST TER SW,0640,2305,,1,Day,Fri,13,LARCENY-FROM VEHICLE,Oakland City,S,-84.431880000000007,33.731369999999998
2016,4387301,161481539,05/27/2016,05/27/2016,09:00:00,05/27/2016,11:55:00,111,,,2611 MARTIN L KING JR DR NW,0650,2304,,1,Day,Fri,18,LARCENY-FROM VEHICLE,Harland Terrace,I,-84.473380000000006,33.754060000000003
2016,4387302,161481587,05/27/2016,05/25/2016,12:00:00,05/27/2016,09:00:00,301,,,1430 ATHENS AVE SW,0531,2202A,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Capitol View,X,-84.408670000000001,33.715829999999997
2016,4387303,161481680,05/27/2016,05/27/2016,12:40:00,05/27/2016,12:43:00,411,,,3030 HEADLAND DR SW,0620,2302,,1,Day,Fri,24,LARCENY-NON VEHICLE,Greenbriar,R,-84.48742,33.688409999999998
2016,4387304,161481685,05/27/2016,05/25/2016,04:00:00,05/27/2016,13:11:00,511,,,50 ALABAMA ST SW,0341,1206,,1,Unk,Unk,13,ROBBERY-PEDESTRIAN,Downtown,M,-84.38964,33.751939999999998
2016,4387305,161481692,05/27/2016,05/27/2016,05:55:00,05/27/2016,06:02:00,606,,,727 WYLIE ST SE,0512,2203,,1,Morn,Fri,3,BURGLARY-NONRES,Cabbagetown,N,-84.363550000000004,33.752040000000001
2016,4387306,161481698,05/27/2016,05/27/2016,13:20:00,05/27/2016,13:20:00,309,,,2244 METROPOLITAN PKWY SW @BISHOP BROS,0710,2404,,0,Day,Fri,,AUTO THEFT,Perkerson,X,-84.406700000000001,33.692900000000002
2016,4387307,161481784,05/27/2016,05/27/2016,13:40:00,05/27/2016,13:55:00,301,,,692 CATHERINE ST SW,0670,2308,,1,Day,Fri,20,LARCENY-NON VEHICLE,Adair Park,V,-84.410229999999999,33.725679999999997
2016,4387308,161481808,05/27/2016,05/25/2016,14:00:00,05/27/2016,13:00:00,104,,,991 FAIR ST SW,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Ashview Heights,T,-84.420119999999997,33.74924
2016,4387309,161481837,05/27/2016,05/27/2016,11:55:00,05/27/2016,14:00:00,209,,,8201 IVY CHASE WAY NE,0511,2202,,1,Day,Fri,26,BURGLARY-RESIDENCE,North Buckhead,B,-84.381500000000003,33.85633
2016,4387310,161481855,05/27/2016,05/27/2016,14:15:00,05/27/2016,14:15:00,501,,,375 18TH ST NW @TARGET - 18TH,0630,2303,,2,Day,Fri,8,LARCENY-NON VEHICLE,Atlantic Station,E,-84.399209999999997,33.793030000000002
2016,4387311,161481881,05/27/2016,05/27/2016,12:30:00,05/27/2016,14:00:00,203,,,1425 ELLSWORTH INDUSTRIAL BLVD NW,0640,2305,,1,Day,Fri,,LARCENY-FROM VEHICLE,Blandtown,D,-84.425749999999994,33.793880000000001
2016,4387312,161481890,05/27/2016,05/23/2016,04:28:00,05/23/2016,04:28:00,504,,,431 MARIETTA ST NW,0710,2404,10,1,Morn,Mon,14,AUTO THEFT,Downtown,M,-84.396839999999997,33.764949999999999
2016,4387313,161481924,05/27/2016,05/27/2016,14:50:00,05/27/2016,15:03:00,306,,,1932 METROPOLITAN PKWY SW,0410,1314,,1,Day,Fri,18,AGG ASSAULT,Sylvan Hills,X,-84.407499999999999,33.70158
2016,4387314,161481925,05/27/2016,05/27/2016,15:00:00,05/27/2016,15:05:00,210,,373,960 E PACES FERRY RD NE,0315,1207,,1,Eve,Fri,26,ROBBERY-RESIDENCE,Buckhead Heights,B,-84.356179999999995,33.846910000000001
2016,4387315,161481939,05/29/2016,05/26/2016,20:30:00,05/26/2016,23:05:00,501,,,399 17TH ST NW,0640,2305,,1,Eve,Thu,13,LARCENY-FROM VEHICLE,Atlantic Station,E,-84.402079999999998,33.790210000000002
2016,4387316,161481946,05/27/2016,05/27/2016,14:00:00,05/27/2016,15:50:00,204,,,1495 CHATTAHOOCHEE AVE NW,0710,2404,,1,Day,Fri,,AUTO THEFT,Underwood Hills,D,-84.436220000000006,33.808869999999999
2016,4387317,161482114,05/27/2016,05/26/2016,20:33:00,05/26/2016,20:45:00,210,,,3393 PEACHTREE RD NE,0630,2303,,1,Eve,Thu,23,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
2016,4387318,161482258,05/27/2016,05/27/2016,12:00:00,05/27/2016,16:50:00,401,,,850 OAK ST SW,0640,2305,,2,Day,Fri,18,LARCENY-FROM VEHICLE,West End,T,-84.416709999999995,33.74053
2016,4387319,161482259,05/27/2016,05/27/2016,16:30:00,05/27/2016,18:48:00,512,,,169 TRINITY AVE SW,0440,1399,,1,Eve,Fri,13,AGG ASSAULT,Downtown,M,-84.393270000000001,33.749780000000001
2016,4387320,161482284,05/27/2016,05/27/2016,14:00:00,05/27/2016,16:00:00,411,,,2975 GREENBRIAR PKWY SW,0640,2305,,1,Eve,Fri,18,LARCENY-FROM VEHICLE,Greenbriar,R,-84.494060000000005,33.686399999999999
2016,4387321,161482288,05/27/2016,05/27/2016,15:30:00,05/27/2016,16:15:00,509,,,432 W PEACHTREE ST NW,0690,2399,,1,Eve,Fri,13,LARCENY-NON VEHICLE,Downtown,M,-84.387519999999995,33.767670000000003
2016,4387322,161482355,05/27/2016,05/27/2016,14:45:00,05/27/2016,17:00:00,211,,,2525 PIEDMONT RD NE,0640,2305,,1,Eve,Fri,18,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.365210000000005,33.823999999999998
2016,4387323,161482373,05/27/2016,05/25/2016,19:00:00,05/27/2016,17:00:00,212,,,1830 CHESHIRE BRIDGE RD NE,0511,2202,,1,Unk,Unk,99,BURGLARY-RESIDENCE,Morningside/Lenox Park,F,-84.36251,33.809240000000003
2016,4387324,161482389,05/27/2016,05/27/2016,15:00:00,05/27/2016,17:00:00,210,,,3393 PEACHTREE RD NE,0640,2305,,5,Eve,Fri,18,LARCENY-FROM VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
2016,4387325,161482397,05/27/2016,05/27/2016,17:30:00,05/27/2016,17:37:00,105,,,920 MAYSON TURNER RD NW,0420,1315K,,1,Eve,Fri,13,AGG ASSAULT,Washington Park,K,-84.417720000000003,33.757899999999999
2016,4387326,161482404,05/27/2016,05/27/2016,16:00:00,05/27/2016,18:00:00,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,0640,2305,,2,Eve,Fri,18,LARCENY-FROM VEHICLE,Greenbriar,R,-84.493279999999999,33.688450000000003
2016,4387327,161482448,05/27/2016,03/30/2016,08:00:00,05/27/2016,17:52:00,110,,,1995 LOIS PL NW,0670,2308,,1,Unk,Unk,26,LARCENY-NON VEHICLE,Grove Park,J,-84.453379999999996,33.784709999999997
2016,4387328,161482570,05/27/2016,05/27/2016,17:00:00,05/27/2016,18:20:00,311,,,2784 METROPOLITAN PKWY SW,0430,1315,10,1,Eve,Fri,,AGG ASSAULT,Hammond Park,X,-84.408019999999993,33.678789999999999
2016,4387329,161482606,05/27/2016,05/27/2016,13:45:00,05/27/2016,13:50:00,504,,,400 W PEACHTREE ST NW,0670,2308,,1,Day,Fri,21,LARCENY-NON VEHICLE,Downtown,M,-84.387600000000006,33.76614
2016,4387330,161482612,05/27/2016,05/27/2016,18:20:00,05/27/2016,18:39:00,308,,354,940 NEW TOWN CIR SE,0511,2202,,1,Eve,Fri,26,BURGLARY-RESIDENCE,Thomasville Heights,Z,-84.359300000000005,33.708379999999998
2016,4387331,161482682,05/27/2016,05/27/2016,01:30:00,05/27/2016,15:30:00,211,,B,126 TERRACE DR NE,0640,2305,,1,Day,Fri,20,LARCENY-FROM VEHICLE,Peachtree Hills,B,-84.384410000000003,33.821730000000002
2016,4387332,161482698,05/27/2016,05/27/2016,18:00:00,05/27/2016,19:00:00,508,,,2 PARK PL,0690,2399,,1,Eve,Fri,31,LARCENY-NON VEHICLE,Downtown,M,-84.388480000000001,33.756279999999997
2016,4387333,161482787,05/27/2016,05/27/2016,16:30:00,05/27/2016,19:40:00,206,,,155 W PACES FERRY RD,0640,2305,,1,Eve,Fri,18,LARCENY-FROM VEHICLE,South Tuxedo Park,B,-84.38843,33.845880000000001
2016,4387334,161482813,05/27/2016,05/27/2016,19:50:00,05/27/2016,20:10:00,502,,,1088 PEACHTREE ST NE,0331,1205,,1,Eve,Fri,18,ROBBERY-PEDESTRIAN,Midtown,E,-84.383499999999998,33.784210000000002
2016,4387335,161482824,05/27/2016,05/27/2016,19:00:00,05/27/2016,20:00:00,306,,,800 CASPLAN ST SW,0311,1204,,1,Eve,Fri,20,ROBBERY-PEDESTRIAN,Sylvan Hills,X,-84.414240000000007,33.708469999999998
2016,4387336,161482859,05/27/2016,05/27/2016,20:25:00,05/27/2016,20:29:00,106,,,1177 JOSEPH E BOONE BLVD NW,0341,1206,10,1,Eve,Fri,26,ROBBERY-PEDESTRIAN,Bankhead,K,-84.425899999999999,33.764490000000002
2016,4387337,161482923,05/27/2016,05/27/2016,21:08:00,05/27/2016,21:08:00,303,,,312 EUGENIA ST SW,0311,1204,,1,Eve,Fri,13,ROBBERY-PEDESTRIAN,Mechanicsville,V,-84.398449999999997,33.742849999999997
2016,4387338,161482949,05/27/2016,05/27/2016,21:15:00,05/27/2016,21:16:00,307,,,3 CHARLESTON AVE SE,0420,1315K,,1,Eve,Fri,14,AGG ASSAULT,Lakewood Heights,Y,-84.379130000000004,33.707979999999999
2016,4387339,161482962,05/27/2016,05/27/2016,19:39:00,05/27/2016,19:49:00,505,,,61 NORTH AVE NW @THE VARSITY,0410,1314,,1,Eve,Fri,18,AGG ASSAULT,Midtown,E,-84.389420000000001,33.771329999999999
2016,4387340,161482965,05/27/2016,05/17/2016,12:00:00,05/27/2016,21:00:00,210,,F-308,3200 LENOX RD NE,0521,2204,,1,Unk,Unk,26,BURGLARY-RESIDENCE,Pine Hills,B,-84.358249999999998,33.842930000000003
2016,4387341,161482980,05/27/2016,05/27/2016,21:30:00,05/27/2016,21:45:00,105,,,1498 SHARON ST NW,0720,2424,,1,Eve,Fri,20,AUTO THEFT,Hunter Hills,K,-84.43656,33.754820000000002
2016,4387342,161482982,05/27/2016,05/27/2016,20:00:00,05/27/2016,21:30:00,501,,,1025 HOWELL MILL RD NW,0640,2305,,1,Eve,Fri,18,LARCENY-FROM VEHICLE,Home Park,E,-84.411259999999999,33.782850000000003
2016,4387343,161483032,05/27/2016,05/27/2016,22:00:00,05/27/2016,22:00:00,403,,,1053 CASCADE AVE SW,0322,1202K,,1,Eve,Fri,7,ROBBERY-COMMERCIAL,Cascade Avenue/Road,S,-84.445549999999997,33.726529999999997
2016,4387344,161483051,05/27/2016,05/26/2016,18:30:00,05/26/2016,20:30:00,107,,,2045 DONALD LEE HOLLOWELL PKWY NW,0640,2305,,1,Eve,Thu,12,LARCENY-FROM VEHICLE,Grove Park,J,-84.45214,33.7774
2016,4387345,161483075,05/27/2016,05/27/2016,21:30:00,05/27/2016,22:30:00,208,,,3500 PEACHTREE RD NE @SAKS FIFTH AVENUE,0640,2305,,1,Eve,Fri,18,LARCENY-FROM VEHICLE,North Buckhead,B,-84.362780000000001,33.853020000000001
2016,4387346,161483149,05/27/2016,05/27/2016,22:30:00,05/27/2016,23:00:00,208,,,3242 PEACHTREE RD NE,0640,2305,,2,Eve,Fri,5,LARCENY-FROM VEHICLE,Buckhead Forest,B,-84.373109999999997,33.844250000000002
2016,4387347,161483225,05/27/2016,05/27/2016,23:10:00,05/27/2016,23:25:00,511,,,158 ALABAMA ST SW,0311,1204,,1,Morn,Fri,13,ROBBERY-PEDESTRIAN,Downtown,M,-84.392930000000007,33.753929999999997
2016,4387348,161488035,05/27/2016,05/27/2016,10:00:00,05/27/2016,10:05:00,704,,,6000 S TERMINAL PKWY,0690,2399,,1,Day,Fri,,LARCENY-NON VEHICLE,,,-84.448239999999998,33.637509999999999
2016,4387349,161490017,05/28/2016,05/27/2016,23:40:00,05/27/2016,23:50:00,110,,,1574 CRAFTSMAN RD NW,0640,2305,,1,Morn,Fri,13,LARCENY-FROM VEHICLE,Rockdale,G,-84.446439999999996,33.786929999999998
2016,4387350,161490120,05/28/2016,05/28/2016,00:17:00,05/28/2016,00:30:00,110,,,1783 JOHNSON RD NW,0311,1204,,1,Morn,Sat,13,ROBBERY-PEDESTRIAN,Rockdale,G,-84.445930000000004,33.785469999999997
2016,4387351,161490193,05/28/2016,05/28/2016,01:00:00,05/28/2016,01:10:00,205,,,HOWELL MILL RD NW / COLLIER RD NW,0640,2305,,1,Morn,Sat,21,LARCENY-FROM VEHICLE,Channing Valley,C,-84.412859999999995,33.809440000000002
2016,4387352,161490274,05/28/2016,05/28/2016,00:35:00,05/28/2016,01:25:00,612,,,1231 GLENWOOD AVE SE,0640,2305,,2,Morn,Sat,18,LARCENY-FROM VEHICLE,East Atlanta,W,-84.347329999999999,33.739840000000001
2016,4387353,161490296,05/28/2016,05/28/2016,01:30:00,05/28/2016,01:45:00,211,,,2193 PEACHTREE RD NE,0313,1201C,,2,Morn,Sat,23,ROBBERY-COMMERCIAL,,E,-84.391440000000003,33.814109999999999
2016,4387354,161490331,05/28/2016,05/28/2016,00:30:00,05/28/2016,02:00:00,209,,,3639 PIEDMONT RD NE,0640,2305,,2,Morn,Sat,18,LARCENY-FROM VEHICLE,North Buckhead,B,-84.381960000000007,33.854080000000003
2016,4387355,161490456,05/28/2016,05/27/2016,23:20:00,05/28/2016,03:05:00,103,,,658 TRAVIS ST NW,0640,2305,,1,Morn,Sat,13,LARCENY-FROM VEHICLE,English Avenue,L,-84.408510000000007,33.772359999999999
2016,4387356,161490464,05/28/2016,05/27/2016,11:40:00,05/28/2016,03:10:00,207,,,920 BOWEN ST NE,0640,2305,,1,Eve,Fri,13,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.417969999999997,33.797220000000003
2016,4387357,161490471,05/28/2016,05/28/2016,01:00:00,05/28/2016,03:00:00,209,,,3752 ROSWELL RD NE,0640,2305,,1,Morn,Sat,18,LARCENY-FROM VEHICLE,East Chastain Park,B,-84.382009999999994,33.857289999999999
2016,4387358,161490475,05/28/2016,05/28/2016,03:05:00,05/28/2016,03:45:00,111,,C-13,195 FAIRBURN RD NW,0430,1315,,2,Morn,Sat,26,AGG ASSAULT,Adamsville,H,-84.50421,33.760719999999999
2016,4387359,161490494,05/28/2016,05/27/2016,23:00:00,05/28/2016,03:23:00,601,,,732 BONAVENTURE AVE NE,0640,2305,,1,Morn,Sat,13,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.361180000000004,33.774520000000003
2016,4387360,161490502,05/28/2016,05/28/2016,03:25:00,05/28/2016,03:25:00,604,,,521 EDGEWOOD AVE,0640,2305,,1,Morn,Sat,,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.370549999999994,33.753970000000002
2016,4387361,161490538,05/28/2016,05/28/2016,01:00:00,05/28/2016,03:30:00,303,,,448 RALPH D ABERNATHY BLVD SW,0640,2305,,1,Morn,Sat,13,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.402479999999997,33.736420000000003
2016,4387362,161490566,05/28/2016,05/27/2016,16:00:00,05/28/2016,04:03:00,107,,,1447 KENNESAW DR NW,0210,1103,,1,Eve,Fri,20,RAPE,Grove Park,J,-84.435159999999996,33.766950000000001
2016,4387363,161490612,05/28/2016,05/28/2016,04:15:00,05/28/2016,04:30:00,212,,,415 ARMOUR DR NE,0531,2202A,,2,Morn,Sat,26,BURGLARY-RESIDENCE,,F,-84.374120000000005,33.812669999999997
2016,4387364,161490660,05/28/2016,05/28/2016,05:05:00,05/28/2016,05:07:00,102,APT,308,787 MAGNOLIA WAY NW,0511,2202,,1,Morn,Sat,20,BURGLARY-RESIDENCE,Vine City,L,-84.413820000000001,33.758229999999998
2016,4387365,161490704,05/28/2016,05/28/2016,03:45:00,05/28/2016,03:55:00,105,,,1388 JOSEPH E BOONE BLVD NW,0710,2404,,1,Morn,Sat,,AUTO THEFT,Hunter Hills,K,-84.433369999999996,33.763300000000001
2016,4387366,161490714,05/28/2016,05/27/2016,10:30:00,05/28/2016,05:54:00,407,,924,924 SOCIETY CIR SW,0650,2304,,1,Unk,Fri,20,LARCENY-FROM VEHICLE,Mays,H,-84.500810000000001,33.746929999999999
2016,4387367,161490716,05/28/2016,05/27/2016,23:30:00,05/28/2016,05:58:00,303,,A,730 PRYOR ST SW,0511,2202,,1,Morn,Sat,20,BURGLARY-RESIDENCE,Mechanicsville,V,-84.394499999999994,33.734769999999997
2016,4387368,161490727,05/28/2016,05/28/2016,01:00:00,05/28/2016,03:00:00,103,,,595 NORTH AVE NW,0640,2305,,1,Morn,Sat,,LARCENY-FROM VEHICLE,English Avenue,L,-84.406949999999995,33.770130000000002
2016,4387369,161490755,05/28/2016,05/28/2016,02:30:00,05/28/2016,06:00:00,313,,,3672 RUBY H HARPER BLVD SE,0210,1103,20,1,Morn,Sat,18,RAPE,Blair Villa/Poole Creek,Z,-84.380459999999999,33.65354
2016,4387371,161490845,05/28/2016,05/27/2016,12:00:00,05/27/2016,17:30:00,508,,,269 MARIETTA ST NW,0640,2305,,1,Day,Fri,18,LARCENY-FROM VEHICLE,Downtown,M,-84.395420000000001,33.760869999999997
2016,4387372,161490854,05/28/2016,05/28/2016,03:00:00,05/28/2016,08:23:00,407,,,3940 WISTERIA LN SW,0511,2202,,1,Morn,Sat,20,BURGLARY-RESIDENCE,Wisteria Gardens,H,-84.510180000000005,33.756590000000003
2016,4387373,161490934,05/28/2016,05/28/2016,01:00:00,05/28/2016,06:00:00,403,,,1123 LAROSA TER SW,0511,2202,,1,Morn,Sat,99,BURGLARY-RESIDENCE,Oakland City,S,-84.424800000000005,33.723520000000001
2016,4387374,161491037,05/28/2016,05/24/2016,20:00:00,05/28/2016,10:04:00,501,,1308,361 17TH ST NW,0521,2204,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Atlantic Station,E,-84.398510000000002,33.791269999999997
2016,4387375,161491064,05/28/2016,05/27/2016,22:00:00,05/28/2016,09:45:00,204,,,1569 LIBERTY PKWY NW,0640,2305,,1,Morn,Sat,18,LARCENY-FROM VEHICLE,Bolton,D,-84.440479999999994,33.817529999999998
2016,4387376,161491066,05/28/2016,05/27/2016,17:00:00,05/28/2016,08:45:00,402,,,1326 WHITE ST SW,0710,2404,,1,Morn,Sat,18,AUTO THEFT,West End,T,-84.431539999999998,33.737380000000002
2016,4387377,161491129,05/28/2016,05/28/2016,10:00:00,05/28/2016,11:00:00,107,,,870 MAYSON TURNER RD NW,0710,2404A,,1,Day,Sat,13,AUTO THEFT,Grove Park,J,-84.433959999999999,33.771299999999997
2016,4387378,161491143,05/28/2016,05/27/2016,23:30:00,05/28/2016,09:00:00,502,,,1073 PIEDMONT AVE NE,0670,2308,,1,Morn,Sat,99,LARCENY-NON VEHICLE,Virginia Highland,F,-84.370490000000004,33.786270000000002
2016,4387379,161491155,05/28/2016,05/27/2016,19:00:00,05/28/2016,11:02:00,504,,,935 MARIETTA ST NW,0640,2305,,1,Unk,Sat,13,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.408649999999994,33.777799999999999
2016,4387380,161491172,05/28/2016,05/27/2016,21:00:00,05/28/2016,08:00:00,204,,,2087 LIBERTY CT NW,0710,2404,,1,Morn,Sat,20,AUTO THEFT,Bolton,D,-84.441659999999999,33.81794
2016,4387381,161491189,05/28/2016,05/27/2016,19:30:00,05/28/2016,11:00:00,102,,,891 MAYSON TURNER RD NW,0521,2204,,1,Morn,Sat,20,BURGLARY-RESIDENCE,Vine City,L,-84.416569999999993,33.756810000000002
2016,4387382,161491198,05/28/2016,05/28/2016,05:30:00,05/28/2016,06:08:00,301,,,1241 METROPOLITAN PKWY,0720,2424,,1,Morn,Sat,23,AUTO THEFT,Capitol View,X,-84.413489999999996,33.712719999999997
2016,4387383,161491227,05/28/2016,05/28/2016,11:25:00,05/28/2016,11:41:00,206,,,2820 PEACHTREE RD NW,0690,2399,,1,Day,Sat,18,LARCENY-NON VEHICLE,Peachtree Heights West,B,-84.385130000000004,33.831960000000002
2016,4387384,161491233,05/28/2016,05/28/2016,11:30:00,05/28/2016,11:45:00,210,,,3535 PEACHTREE RD NE,0630,2303,,1,Day,Sat,,LARCENY-NON VEHICLE,Lenox,B,-84.359499999999997,33.851819999999996
2016,4387385,161491277,05/28/2016,05/28/2016,12:06:00,05/28/2016,14:49:00,210,,,3393 PEACHTREE RD NE @LENOX MALL,0630,2303,10,1,Day,Sat,24,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
2016,4387386,161491282,05/28/2016,05/28/2016,11:00:00,05/28/2016,12:00:00,208,,,3500 PEACHTREE RD NE,0630,2303,,1,Day,Sat,,LARCENY-NON VEHICLE,North Buckhead,B,-84.362780000000001,33.853020000000001
2016,4387387,161491301,05/28/2016,05/27/2016,10:30:00,05/28/2016,12:21:00,601,,,806 MAIDEN LN NE,0640,2305,,1,Unk,Fri,13,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.360619999999997,33.774709999999999
2016,4387388,161491302,05/28/2016,05/27/2016,23:27:00,05/27/2016,23:54:00,210,,,3300 LENOX RD NE,0710,2404,,1,Morn,Fri,14,AUTO THEFT,Pine Hills,B,-84.358249999999998,33.843490000000003
2016,4387389,161491326,05/28/2016,05/28/2016,00:00:00,05/28/2016,12:34:00,510,,531,171 AUBURN AVE NE,0670,2308,,1,Morn,Sat,26,LARCENY-NON VEHICLE,Downtown,M,-84.38185,33.755459999999999
2016,4387390,161491369,05/28/2016,05/25/2016,11:00:00,05/25/2016,14:00:00,603,,1108,641 NORTH AVE NE,0670,2308,,1,Day,Wed,20,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.36618,33.771030000000003
2016,4387391,161491384,05/28/2016,05/28/2016,02:00:00,05/28/2016,02:00:00,509,,,255 PEACHTREE ST NE,0710,2404,,1,Morn,Sat,,AUTO THEFT,Downtown,M,-84.387439999999998,33.761429999999997
2016,4387392,161491439,05/28/2016,05/28/2016,13:00:00,05/28/2016,13:30:00,505,,,710 PEACHTREE ST NE @HOWELL HOUSE,0670,2308,,1,Day,Sat,18,LARCENY-NON VEHICLE,Midtown,E,-84.385260000000002,33.774070000000002
2016,4387393,161491452,05/28/2016,05/28/2016,12:30:00,05/28/2016,13:20:00,202,,,135 W WIEUCA RD NW,0640,2305,,1,Day,Sat,31,LARCENY-FROM VEHICLE,Chastain Park,A,-84.392020000000002,33.875889999999998
2016,4387394,161491514,05/28/2016,05/28/2016,14:06:00,05/28/2016,14:06:00,501,,,1371 MARKET ST NW,0630,2303,10,1,Day,Sat,,LARCENY-NON VEHICLE,Atlantic Station,E,-84.394660000000002,33.792099999999998
